"date","deu","aut"
"2002-01-01",0.599950004166402,-0.450406879426694
"2002-04-01",0.499958336805193,2.30833524539619
"2002-07-01",0.599950004166402,-1.43567191734029
"2002-10-01",-0.233313890509194,0.197053008915987
"2003-01-01",0.0666611115739926,3.5751045846179
"2003-04-01",-0.933255562036393,-1.0415659028414
"2003-07-01",0,0.450406879426708
"2003-10-01",2.2664777935172,0.337805156236996
"2004-01-01",-0.0666611115741063,1.49197277893509
"2004-04-01",1.39988334305481,2.0549813748854
"2004-07-01",0.299975002083087,2.026830947421
"2004-10-01",-0.46662778101819,0.647459888342695
